date	link	text
2018-05-03 11:24	https://newyork.craigslist.org/brk/egr/d/assistant-shop-manager/6578667209.html	Assistant Shop Manager - Woodworking Facility
2018-05-03 11:19	https://newyork.craigslist.org/mnh/egr/d/energy-modeler-2yrsmechanical/6578661789.html	Energy Modeler (2+yrs)Mechanical Engineer (1+ yrs)
2018-05-03 09:24	https://newyork.craigslist.org/que/egr/d/project-architects/6578545978.html	Project Architect(s)
2018-05-03 08:06	https://newyork.craigslist.org/brk/egr/d/industrial-designer/6578498121.html	INDUSTRIAL DESIGNER/MECHANICAL ENGINEER /JUNIOR DRAFTSMAN
2018-05-03 07:21	https://newyork.craigslist.org/que/egr/d/drafter/6578480705.html	Drafter
2018-05-02 22:30	https://newyork.craigslist.org/brk/egr/d/project-manager/6578353155.html	Project Manager
2018-05-02 19:03	https://newyork.craigslist.org/mnh/egr/d/interior-architecture-master/6578206306.html	Interior Architecture/ Master Draftsman
2018-05-02 18:00	https://newyork.craigslist.org/mnh/egr/d/intermediate-architect/6578149294.html	Intermediate Architect
2018-05-02 17:30	https://newyork.craigslist.org/mnh/egr/d/junior-designer/6578121295.html	Junior Designer
2018-05-02 17:16	https://newyork.craigslist.org/mnh/egr/d/senior-project-architect/6578107164.html	Senior Project Architect/ Project Manager
2018-05-02 16:32	https://newyork.craigslist.org/mnh/egr/d/junior-and-intermediate/6578061652.html	Junior and Intermediate Architects with Revit Experience (Midtown)
2018-05-02 15:15	https://newyork.craigslist.org/mnh/egr/d/intermediate-architect/6577974476.html	Intermediate Architect
2018-05-02 13:28	https://newyork.craigslist.org/mnh/egr/d/facilities-management/6577844998.html	Facilities Management Assistant. Facilities USA - NYC - Soho
2018-05-02 13:08	https://newyork.craigslist.org/mnh/egr/d/architect-everest-usa-corp/6577820824.html	Architect - Everest USA Corp
2018-05-02 12:53	https://newyork.craigslist.org/brk/egr/d/full-time-junior-interior/6577802478.html	Full Time Junior Interior Designer | Luxury Hospitality
2018-05-02 11:50	https://newyork.craigslist.org/mnh/egr/d/junior-architectural-designer/6577723814.html	Junior Architectural Designer
2018-05-02 11:23	https://newyork.craigslist.org/wch/egr/d/window-restoration-estimator/6577691318.html	Window Restoration Estimator
2018-05-02 11:13	https://newyork.craigslist.org/brk/egr/d/intermediate-architect-full/6577680659.html	Intermediate Architect - Full Time
2018-05-02 10:31	https://newyork.craigslist.org/mnh/egr/d/jr-architect-revit/6577632499.html	Jr Architect- Revit
2018-05-02 10:30	https://newyork.craigslist.org/mnh/egr/d/project-super-for-general/6577631288.html	Project SUPER for General Contracting Company
2018-05-02 09:19	https://newyork.craigslist.org/lgi/egr/d/construction-asst-project/6577564965.html	CONSTRUCTION ASST. PROJECT ENGINEER/ASST. PROJECT MANAGER POSITION
2018-05-02 07:09	https://newyork.craigslist.org/que/egr/d/graduate-civil-or-mechanical/6577497536.html	Graduate civil or mechanical engineer required.
2018-05-01 19:11	https://newyork.craigslist.org/brk/egr/d/autocad-drafter/6577231844.html	Autocad Drafter
2018-05-01 16:32	https://newyork.craigslist.org/que/egr/d/construction-estimator/6577083684.html	Construction Estimator / Project Manager
2018-05-01 15:15	https://newyork.craigslist.org/mnh/egr/d/energy-efficiency-clean/6577000781.html	Energy Efficiency - Clean Energy Outreach Specialist
2018-05-01 15:11	https://newyork.craigslist.org/mnh/egr/d/architect-interior-designer/6576996381.html	Architect/ Interior Designer
2018-05-01 10:27	https://newyork.craigslist.org/brk/egr/d/architectural-metal-fabricator/6576666490.html	Architectural Metal Fabricator
2018-05-01 09:31	https://newyork.craigslist.org/mnh/egr/d/project-manager-owners-rep/6576614861.html	Project Manager [Owners Rep] (High-end Retail & Hospitality)
2018-05-01 09:24	https://newyork.craigslist.org/mnh/egr/d/project-architect-high-end/6576609514.html	Project Architect (High-end Retail & Hospitality)
2018-05-01 09:23	https://newyork.craigslist.org/mnh/egr/d/project-architect-high-end/6576608926.html	Project Architect (High-end Retail & Hospitality)
2018-04-30 23:08	https://newyork.craigslist.org/brk/egr/d/fabricator-welder-make-stuff/6576434819.html	FABRICATOR- welder. - Make stuff - ... dont make stuff up
2018-04-30 18:57	https://newyork.craigslist.org/mnh/egr/d/industrial-design-manager/6576253612.html	Industrial Design Manager
2018-04-30 18:56	https://newyork.craigslist.org/jsy/egr/d/junior-architect-autocad/6576252946.html	Junior Architect / AutoCAD Draftsperson
2018-04-30 18:10	https://newyork.craigslist.org/mnh/egr/d/construction-project-managers/6576211197.html	Construction Project Managers / Esimators Wanted
2018-04-30 17:45	https://newyork.craigslist.org/mnh/egr/d/experience-senior-architect/6576187040.html	Experience Senior Architect Needed
2018-04-30 16:43	https://newyork.craigslist.org/brk/egr/d/architectural-spatial-design/6576123046.html	Architectural/spatial design intern at art studio
2018-04-30 16:40	https://newyork.craigslist.org/mnh/egr/d/project-assistant-for-real/6576119670.html	PROJECT ASSISTANT for Real Estate focused Digital Agency
2018-04-30 12:58	https://newyork.craigslist.org/mnh/egr/d/marketing-assistant-graphic/6575855122.html	Marketing Assistant/Graphic Designer for Creative Engineering Firm
2018-04-30 12:50	https://newyork.craigslist.org/mnh/egr/d/project-supervisor-40-50k/6575844052.html	Project Supervisor -- $40-50k
2018-04-30 12:09	https://newyork.craigslist.org/mnh/egr/d/autocad-draftsperson/6575792325.html	AutoCAD Draftsperson
2018-04-30 11:27	https://newyork.craigslist.org/mnh/egr/d/preservation-exterior/6575738639.html	Preservation/Exterior Envelope Project Manager
2018-04-30 10:49	https://newyork.craigslist.org/mnh/egr/d/preservation-exterior/6575694618.html	Preservation/Exterior Envelope Project Architect
2018-04-30 10:47	https://newyork.craigslist.org/lgi/egr/d/civil-structural-engineering/6575691722.html	Civil/Structural Engineering
2018-04-30 09:47	https://newyork.craigslist.org/mnh/egr/d/summer-internship/6575628837.html	Summer Internship/ Construction Management
2018-04-30 09:35	https://newyork.craigslist.org/brk/egr/d/estimator-autocad-drafter/6575617710.html	Estimator / AutoCAD Drafter
2018-04-30 09:30	https://newyork.craigslist.org/mnh/egr/d/high-end-furniture-gallery/6575613790.html	High-End Furniture gallery hiring retail sales - ALL LEVELS
2018-04-30 09:17	https://newyork.craigslist.org/mnh/egr/d/expediting-project-manager/6575602652.html	Expediting Project Manager
2018-04-29 17:45	https://newyork.craigslist.org/que/egr/d/project-manager-estimator/6575217418.html	Project Manager/ Estimator
2018-04-29 12:24	https://newyork.craigslist.org/brk/egr/d/architect-drafter/6574916991.html	ARCHITECT/DRAFTER
